公司中文名称,年份,"流动资产周转率
[报告期] 2008年报
[单位] 次","应收账款周转率
[报告期] 2008年报
[单位] 次","财务费用
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","主营业务收入
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元",产权比率,"流动比率
[报告期] 2008年报","速动比率
[报告期] 2008年报","现金比率
[报告期] 2008年报","经营活动现金净流量(TTM)
[报告期] 2008年报
[单位] 元","流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产负债率
[报告期] 2008年报
[单位] %","利润总额(TTM)
[报告期] 2008年报
[单位] 元","非流动负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","所有者权益合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利息支出(TTM)
[报告期] 2008年报
[单位] 元","长期资本负债率
[报告期] 2008年报
[单位] %","现金流量利息保障倍数
[报告期] 2008年报","负债合计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","利润总额/营业收入(TTM)
[报告期] 2008年报
[单位] %","总资产报酬率ROA
[报告期] 2008年报
[单位] %","主营业务成本
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","税金及附加
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净资产收益率ROE(摊薄)
[报告期] 2008年报
[单位] %","存货周转率
[报告期] 2008年报
[单位] 次","营运资本周转率
[报告期] 2008年报
[单位] 次","非流动资产周转率
[报告期] 2008年报
[单位] 次","总资产周转率
[报告期] 2008年报
[单位] 次","成本费用利润率
[报告期] 2008年报
[单位] %","营业收入(同比增长率)
[报告期] 2008年报
[单位] %","总资产(同比增长率)
[报告期] 2008年报
[单位] %","大股东持股比例
[日期] 2009-03-01
[大股东排名] 第1名
[单位] 1%","无形资产
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","资产总计
[报告期] 2008年报
[报表类型] 合并报表
[单位] 元","净利润(TTM)
[报告期] 2008年报
[单位] 元"
江铃汽车股份有限公司,2014,2.23,44.19,-245503569,25537289610,0.84,1.47,1.28,1.14,4190066410,8586704062,45.64,2429295219,311394840,10598428806,-202742501,2.85,10064.46,8898098902,9.51,12.38,19098715294,852415871,19.89,11.22,6.99,3.91,1.42,9.27,22.25,18.27,41.03,619339548,19496527708,2107852075
长鹰信质科技股份有限公司,2014,1.26,4.71,12490370.69,1553625145,0.39,2.48,1.93,0.9,165375727.6,524278736,28.2,214481299.7,1500000,1338375165,760162.53,0.11,26.5,525778736,13.81,12.41,1183748667,10349393.05,14.06,4.11,2.05,3.09,0.9,13.78,17.22,16.14,40.7,71441067.75,1864153901,184009480.4
四川西部资源控股股份有限公司,2014,0.25,1.49,23850727.26,462541960.3,1.96,1.38,1.3,0.45,70199335.01,1917745947,66.18,30917452.19,2363093711,2187369526,23753206.26,64.51,1.6,4280839658,6.68,1.24,234012516.1,14199247.63,1.23,2.29,0.64,0.18,0.1,2.81,9.34,173.1,40.46,1229545187,6468209184,12670423.6
绵阳富临精工机械股份有限公司,2014,1.59,4.96,2273298.75,699571627.9,0.92,1.45,1.18,0.73,113114811.1,346434837.2,47.94,160787108.4,22446402.45,400505922.8,1409250.42,5.33,36.44,368881239.7,22.98,23.81,456655356.8,5078789.61,34.32,5.23,5.99,2.9,1.03,25.35,30.5,29.68,52.47,24123781.65,769387162.5,136776218.6
重庆长安汽车股份有限公司,2014,1.84,92.92,66074040.06,52913332101,1.74,0.91,0.75,0.7,3779921775,39322496272,63.47,7538829644,4909444921,25455411697,38247722.3,16.07,19.8,44231941194,14.25,12.32,43265825864,2064344727,29.49,7.66,,1.61,0.86,14.62,35.18,27.6,39.11,2878965225,69687352891,7517978936
天润曲轴股份有限公司,2014,0.93,4.37,23853922.05,1619505086,0.52,1.08,0.66,0.44,409902564.5,1649267521,34.04,159707815.7,28612507.3,3250899509,20691709.79,0.89,17.16,1677880029,9.86,3.76,1248441558,1446820.19,4.18,1.88,9.28,0.53,0.34,9.3,3.16,5.89,38.61,223883399.3,4928779538,138345865.4
浙江亚太机电股份有限公司,2014,1.5,5.42,18687456.86,3278878218,0.67,1.75,1.44,0.42,230043676.4,1631835406,40.04,210003586.3,48883353.8,2516831149,20687384.08,1.93,8.38,1680718760,6.4,6.77,2731359852,9142097.34,7.08,5.88,4.47,2.69,0.96,5.91,20.61,60.65,38.8,158644548.7,4197549908,181142056
河南省西峡汽车水泵股份有限公司,2014,1.44,5.29,38048645.56,1614686230,1.1,0.97,0.59,0.24,84002910.06,1219306938,52.31,45518923.64,99155177.88,1201849336,36675963.37,7.71,2.05,1318462116,2.82,3.48,1271346540,4916935.26,3.41,2.84,28.68,1.3,0.68,2.62,29.8,14.51,43.18,171235932.8,2520311453,41142361.16
郑州宇通客车股份有限公司,2014,1.78,4.03,-24899534.81,25728299513,1.19,1.39,1.3,0.55,3205260758,12358758860,54.41,3050840363,604166661,10860574280,7031588.62,5.3,32.69,12962925521,11.86,15.28,19481360598,154579150.7,24.18,15.22,5.36,4.66,1.29,11.83,15.9,27.98,37.15,939429685,23823499801,2652631091
贵州贵航汽车零部件股份有限公司,2014,1.31,3.78,32241047.34,3067526578,0.82,1.52,1.16,0.55,88884894.81,1666061941,44.97,175368752.4,22927088.53,2066975598,31950016.38,1.23,2.16,1688989029,5.72,5.94,2473770322,14535385.12,7.21,4.44,3.23,2.67,0.88,5.08,12.77,16.5,46.28,146659140.3,3755964627,151415486.2
上海新朋实业股份有限公司,2014,1.88,10.63,15124916.1,3661561225,0.46,2.14,1.71,0.59,497378961.9,1039409111,31.45,187944014.8,179023233.8,2655394821,16252135.3,7.52,25.52,1218432345,5.13,5.39,3218368751,9631373.3,3.9,8.46,3.49,1.99,0.97,4.47,37.4,4.77,36,125511100.1,3873827166,156657205.7
江南模塑科技股份有限公司,2014,2,6.9,68707003.38,3395399749,1.83,0.67,0.5,0.24,384945046.7,2276103631,64.61,293079736.5,262101949.1,1390356561,66805607.78,15.86,4.37,2538205581,8.63,9.21,2601024208,26856653.6,17.69,5.18,,1.54,0.87,7.96,17.04,1.05,36.29,58911134.49,3928562141,248837635.1
凌云工业股份有限公司,2014,1.56,5.52,154873128.7,6553587811,1.56,1.26,0.94,0.54,742310460.8,3490500789,61.01,358477984,1096364496,2931019976,143882345,35.21,4.93,4586865285,5.47,7.08,5263079214,32054626.19,6.8,4.86,12.76,2.26,0.92,4.45,16.35,12.81,34.11,310100577.8,7517885261,275915919.2
常州光洋轴承股份有限公司,2014,0.93,2.85,846816.2,622171217,0.25,3.81,3.1,1.42,73120055.77,208568580.7,20.1,73358770.54,18400000,902119405.6,-584936.14,2,16.57,226968580.7,11.79,7.56,417005774.3,4003407.02,6.98,3.04,1.44,2.11,0.65,11.5,7.17,41.83,33.95,31356365.41,1129087986,62981704.88
兴民智通(集团)股份有限公司,2014,0.77,7.29,31191750.4,1325388727,0.49,1.84,1.02,0.56,75260475.49,912572448,32.94,67099111.22,57522260,1974825282,30086689.74,2.86,1.86,970094708,5.06,3.32,1140144320,3633969.35,2.56,1.54,1.66,1.09,0.45,3.95,3.16,0.27,33.84,88565803.09,2944919990,50018030.82
浙江万里扬股份有限公司,2014,0.59,5.2,-50698966.99,1382032096,0.8,3.15,2.77,1.05,208691945.4,886741510.5,44.39,234471256.3,916179216,2258871363,-54020741.89,29.67,4.56,1802920726,16.97,4.82,1003149652,17400190.58,8.82,2.67,1.09,1,0.37,17.4,-3.04,18.79,33.08,115157845,4061792090,198814428.3
渤海汽车系统股份有限公司,2014,0.7,4.23,42979072.75,1178802510,0.43,2.5,2.04,1.13,165070691.1,809307931,30.12,110644342.7,88591885.43,2082783116,42368529.95,4.19,3.48,897899816.5,9.39,6.03,865796696.9,8263566.57,4.82,2.36,1.37,1.38,0.46,8.8,-7.89,41.77,32.06,154173806.9,2980682933,98098706.27
长春一东离合器股份有限公司,2014,0.99,3.51,3882662.75,668681383.4,1.05,1.75,1.49,0.92,57573332.22,387148114.3,51.22,63787993.78,64912429.6,430601569.9,3832210.1,14.9,12.18,452060543.9,9.54,7.69,456024338.4,4500895.48,10.39,4.14,2.72,3.34,0.76,9.44,0.18,0.87,37.01,11579093.06,882662113.8,55156187.38
湖南天雁机械股份有限公司,2014,0.7,3.09,583883.24,577950511.1,0.59,2.28,1.93,1.34,65176134.87,368646232.2,37.07,20215700.45,42666446.3,698238234.7,1390905.31,5.76,24.43,411312678.5,3.5,2.03,442674314.3,3022711.73,2.06,3.49,1.21,2.44,0.54,2.52,-9.88,9.32,31.43,1111244.02,1109550913,14362819.22
安徽江淮汽车集团股份有限公司,2014,2.56,70.17,-93844004.12,34169408418,2.65,0.81,0.74,0.61,1652563463,17489852142,72.64,571084966.3,2023054794,7351271733,-72275529.55,22.42,12.62,19512906936,1.67,1.97,29522034399,640713757.6,7.55,23.28,,2.87,1.35,1.61,1.63,13.48,35.43,1284601887,26864178669,539077180.7
北京威卡威汽车零部件股份有限公司,2014,0.97,5.33,-26070851.65,2447355084,0.17,4.33,3.2,1.87,250181615,643367802.7,14.24,564894315.6,50941477.1,4183041824,-24429833.59,1.22,89.43,694309279.8,23.08,13.66,1580556616,17357971.7,10.41,2.79,1.17,1.71,0.62,23.11,36.03,60.58,30,318169926.1,4877351104,428304379.8
广东鸿特精密技术股份有限公司,2014,1.63,4.05,50883137.41,1235745407,2.21,0.84,0.56,0.08,57791936.7,907199642.1,68.89,13510799.27,344996801.5,565399805.2,46742462.77,37.9,1.23,1252196444,1.09,3.63,979115654.1,4101326.73,2.82,4.25,,1.37,0.74,1.31,16.76,21.13,29.23,41685147.73,1817596249,15963862.65
厦门金龙汽车集团股份有限公司,2014,1.49,3.08,37761025.38,21431027531,3.16,1.13,1.01,0.34,113905364,13551012340,75.98,586432716.1,452100192.2,4426424866,9674491.29,15.66,1.37,14003112532,2.74,3.45,18450539963,170966816.3,10.21,10.68,10.88,7.56,1.24,2.37,2.97,14.55,34.22,291757313,18429537398,486635174.5
南宁八菱科技股份有限公司,2014,0.79,7.75,-3920430.52,638830164.4,0.24,3.48,3.16,2.25,146668073.4,287349686.8,19.46,105096795.2,31966465.08,1321614862,-3973672.87,2.36,28.94,319316151.9,16.45,7.89,475958244.2,3067624.35,7.16,4.95,1.12,1.34,0.5,17.05,5.85,78.11,28.81,58163176.5,1640931014,94603119.17
海马汽车集团股份有限公司,2014,1.89,380.49,35063329.94,12351981928,0.66,1.13,0.91,0.83,673429170.4,6235733066,39.66,326783276.4,153293483.9,9720070660,-10891886.78,2.08,,6389026550,2.65,2.11,10424279314,555121155.3,2.96,8.52,9.61,1.46,0.83,2.33,20.68,14.35,28.8,1567983080,16109097211,268680856.6
比亚迪股份有限公司,2014,1.69,5.43,1389125000,58195878000,2.25,0.77,0.58,0.26,38069000,53022124000,69.26,873952000,12092294000,28894437000,1292153000,32.28,0.02,65114418000,1.5,2.54,49143886000,957435000,1.71,5.4,,1.15,0.68,1.29,10.09,20.5,27.83,8611261000,94008855000,739870000
许昌远东传动轴股份有限公司,2014,0.74,3.46,-2106306.31,1186840415,0.13,6.01,4.84,2.02,232431708.3,256581443.4,11.31,150753802.5,17324069.98,2147140102,-1830072.92,0.8,,273905513.4,12.7,6.24,841907932.6,5984452.51,6.01,2.75,0.87,1.52,0.5,12.42,7.67,3.02,28.73,184970490.7,2421045615,129243605.5
北汽福田汽车股份有限公司,2014,2.84,9.71,183991498.2,33691283637,1.23,0.67,0.55,0.13,1102348778,16844980099,55.19,459555488.4,2305381437,15547108875,-16221969.95,13.1,3.87,19150361535,1.36,1.32,29679522975,224952154.7,3.12,11.15,,1.55,1,1.35,-1.35,6.57,32.93,3690723261,34697470411,458633394.5
浙江世纪华通集团股份有限公司,2014,1.42,4.42,1434919.73,1712230061,0.15,2.45,1.68,0.73,245450357.6,562685472.1,13.4,237103392.4,,3636192270,1082274.47,,108.22,562685472.1,13.85,7.6,1200997442,12147477.26,5.77,2.85,2.39,0.89,0.55,14.53,39.5,102.79,26.58,212497945.9,4198877742,211121843.3
航天晨光股份有限公司,2014,1.43,2.9,65426537.62,3625271040,1.83,1.03,0.76,0.17,118688781.3,2471946688,64.61,111126425.9,184120008.3,1454736826,67663209.49,12.82,1.68,2656066697,3.07,4.39,2907539256,12113683.81,6.81,4.41,,2.36,0.89,2.86,-3.74,1.73,23.98,115037468.5,4110803523,100884697.7
富奥汽车零部件股份有限公司,2014,1.55,4.67,16531664.48,5010012326,0.53,1.69,1.38,0.72,359864277.1,1917561324,34.5,702509930.1,591310626.8,4762242484,14983746.86,12.08,18.03,2508871951,14.02,9.98,4076191653,29436043.76,14.55,6.88,4.31,1.26,0.7,14.07,-4.17,2.26,24.31,252633351.7,7271114435,672414249.3
金杯汽车股份有限公司,2014,0.76,5.77,176663305,5146547235,13.06,0.92,0.81,0.66,492329243.8,8243407030,92.89,39525834.89,385815433.6,660845127.1,146227604.7,60.86,2,8629222463,0.77,2.2,4305956214,42133929.88,-57.63,5.14,,3.08,0.61,-0.21,-9.55,22.82,24.38,243353030.9,9290067590,-10557029.78
潍柴动力股份有限公司,2014,1.42,11.3,23084727.66,79637161537,1.95,1.34,1.08,0.8,11171728281,48060016995,66.07,6965695643,31497322010,40854412681,162203366.5,49.24,13.12,79557339005,8.75,7.17,62547775526,266085495.6,15.48,5.9,4.54,1.84,0.8,7.81,36.57,53.35,24.22,12715477787,1.20E+11,5784495679
辽宁曙光汽车集团股份有限公司,2014,1.09,4.54,153933817.2,4056480901,2.31,0.73,0.63,0.38,199999702.4,5198795541,69.8,73595746.02,642165145.7,2527094733,143653266.3,22.11,1.23,5840960687,1.81,2.72,3452207962,29789997.69,0.45,6.07,,0.95,0.51,0.56,-16.12,10.37,24.44,1123280570,8368055420,23737953.57
中通客车控股股份有限公司,2014,1.42,4.51,25385747.1,3611978525,2.94,0.98,0.81,0.41,235937166.1,2912050832,74.65,344614520.3,243261148.1,1071651294,18375531.96,18.61,7.64,3155311980,9.54,9.7,3064726709,7790576.38,26.29,6.7,72.96,3.02,0.97,8.3,12.29,29.85,21.72,324419401.3,4226963274,288568984.3
安徽安凯汽车股份有限公司,2014,1.43,5.5,7394799.76,4835294625,2.47,1.09,0.97,0.6,126780222,3230262094,71.19,66180057.09,297279332.1,1427370555,6277193.44,19.38,5.1,3527541426,1.37,1.54,4435059356,7012303.5,1.9,10.63,16.29,3.71,1.03,0.93,36.63,11.67,20.73,252069870,4954911981,46985440.28
无锡威孚高科技集团股份有限公司,2014,0.84,5.43,-24803283.07,6354480020,0.29,2.71,2.31,1.19,889899654.8,2806753045,22.26,1712521032,418725663.3,11263110459,-27840427.72,3.71,35.65,3225478708,26.95,12.22,4740201729,33417172.98,14.18,4.52,1.33,1.02,0.46,28.69,13.69,10.82,20,363863195.3,14488589168,1589077322
长春一汽富维汽车零部件股份有限公司,2014,4.47,17.54,10985786.1,11273375890,0.54,1.3,0.9,0.46,302629528.1,2080049188,34.97,634459451.4,193847098.3,4228871564,8213770.17,5.06,24.97,2273896287,5.63,10.53,10622970538,23927082.67,15.21,12.8,22.55,3.15,1.85,5.46,19.01,14.02,20.14,176123789.1,6502767851,606200827.9
众泰汽车股份有限公司,2014,0.52,2.44,4790363.77,1111380792,0.44,2.54,1.8,1.1,-336819631.9,869848324.1,30.32,49754233.06,12124149.75,2027029249,1815695.1,0.6,-12.15,881972473.8,4.48,1.8,908318891.8,4458196.4,2.08,1.63,0.84,1.58,0.39,4.05,23.15,3.54,19.99,103187792.7,2909001722,42068850.26
中原内配集团股份有限公司,2014,0.99,10.32,2304222.98,1083984917,0.3,2.07,1.44,0.86,169238421.3,496946444.5,23,209055555.3,76174396.64,1919230130,2057748.71,3.87,20.69,573120841.2,19.29,8.76,695893851.8,9124876.67,9.58,2.21,1.79,0.83,0.45,19.93,-2.3,6.96,18.34,72797255.84,2492350971,180979617
光启技术股份有限公司,2014,1.58,3,1828937.11,402074126.9,0.34,1.46,1.18,0.21,68309584.54,160503289.7,25.48,45100663.88,1490400,473889884.1,1803848.42,0.31,19.77,161993689.7,11.22,8.09,298251873.2,1900497.59,8.26,7,3.06,1.24,0.69,10.92,38,21.51,24.3,61389804.08,635883573.8,39137603.29
宁波华翔电子股份有限公司,2014,2.16,6.73,30866776.42,8712813027,0.77,1.44,1.03,0.43,465301000.8,2987899695,43.52,859882694.7,751900873.5,4853712175,20537454.87,14.9,12.93,3739800569,9.87,11.24,6922714882,39905980.28,12.2,6.08,7.25,2.29,1.11,9.08,19.49,21.53,16.97,199633135.6,8593512744,721921995.9
奥特佳新能源科技股份有限公司,2014,0.99,4.63,-5161722.58,450001962.3,0.14,6.57,6,4.59,52368571.7,86657207.99,12.09,16273666.88,,630365557,-4492500.06,,,86657207.99,3.62,1.54,378688966.8,2047032.93,1.82,7.25,1.36,1.45,0.59,1.32,-4.95,-11.49,42.54,20094966.8,717022764.9,5802071.48
广东鸿图科技股份有限公司,2014,1.67,3.35,29254265.72,2214861346,0.89,1.17,0.84,0.19,168920918.3,1128314212,47.14,137703397.5,74857166.67,1349389088,28301781.44,5.26,5.51,1203171379,6.22,6.71,1711609830,9359550.66,8.74,5.01,8.23,1.93,0.9,5.7,21.52,6.57,16.72,110486123.2,2552560467,117946885.3
浙江金固股份有限公司,2014,0.78,7.1,69265429.72,1313154025,1.18,1.23,0.87,0.68,329796059.2,1613443068,54.18,72263360.52,297373336.1,1615905803,65478290.03,15.88,4.64,1910816404,5.5,4.53,985988296.6,1100686.84,4.03,1.87,7.96,0.96,0.43,5.02,12.6,37.95,16.59,152384155.1,3526722206,62202144.99
深圳市特尔佳科技股份有限公司,2014,1,3.24,350303.67,261334539.3,0.36,2.26,1.87,1.18,14433595.72,120935352.6,26.56,17056742.79,2803807.99,342111821,-49070.67,0.81,124.37,123739160.6,6.53,3.73,166163311.6,1659555.19,4.15,3.67,1.78,1.33,0.57,5.86,-20.19,4.19,19.89,73102501.86,465850981.5,14199453.08
斯太尔动力股份有限公司,2014,0.47,3.27,11695421.1,740732005.8,0.52,1.83,1.42,0.79,-77149128.18,801118343.2,34.34,22499846.43,33246564.05,1595164267,14211608.68,2.04,-3.72,834364907.3,3.04,1.52,529486720.6,1895293.82,0.62,1.9,0.94,0.86,0.31,1.37,17.2,0.93,15.21,82023695.5,2429529174,9846926.55
浙江跃岭股份有限公司,2014,1.89,6.59,-2941476.27,832637434.7,0.21,3.08,2.41,1.39,-2470714.06,178982664.2,17.23,108584439.4,2285223.74,870719364.8,-3222991.11,0.26,-2.02,181267887.9,13.04,12.27,632467222.3,5257845.32,10.79,6.23,3.24,1.99,0.97,13.02,-0.97,58.1,12.96,107469594.6,1051987253,93933718.39
怀集登云汽配股份有限公司,2014,0.79,2.47,14485862.48,296066770.1,0.41,1.94,1.2,0.42,4816462.64,198807667.3,29.04,22198875.84,5999596.53,500493621.6,14540292.2,1.18,0.32,204807263.9,7.5,5.35,212560869.5,2101242.1,3.72,1.56,2.53,0.95,0.43,6.77,-2.43,5.64,12.87,44228684.91,705300885.5,18624487.31
浙江银轮机械股份有限公司,2014,1.3,3.78,41324274.49,2414527313,1.15,1.44,1.08,0.49,181260109.6,1311537326,53.5,200069519.2,568788373,1634449113,37930637.07,27.6,3.57,1880325699,8.29,7.14,1762046663,12612484.86,10.18,4.14,3.73,1.64,0.72,7.45,26.12,11.48,12.28,218450214.1,3514774812,163181426.7
华菱星马汽车(集团)股份有限公司,2014,1.18,4.82,56759068.94,4997362299,1.42,0.88,0.55,0.24,-240853368.2,4594587527,58.64,-431772078.9,578973391.3,3648820191,52546302.85,13.97,-2.82,5173560918,-8.64,-4.41,4493432441,11915012.1,-10.56,3.37,,1.14,0.58,-7.34,-23.83,5.09,10.37,758755258.7,8822381109,-383493089.7
天津汽车模具股份有限公司,2014,0.75,4.26,14258406.04,1489125918,1.09,1.26,0.55,0.26,-1902317.14,1749822424,52.08,201711241.4,77302945.2,1681030707,8757005.4,4.43,-0.15,1827125369,13.55,6.49,1049355435,10150710.27,9.97,0.94,3.34,1.2,0.46,13.17,27.65,17.93,7.31,55516087.59,3508156077,165669542.4
无锡隆盛科技股份有限公司,2014,0.81,3.22,3254105.87,119493093.5,0.76,1.84,1.42,0.98,-10948443.09,110176374,43.26,17347463.36,12789284.01,161253666.3,3239616.69,7.35,-2.93,122965658,14.52,9.52,77198233.37,426406.62,8.89,2.12,1.68,1.72,0.55,13.61,27.77,91.95,,20686330.1,284219324.3,14337991.29
浙江兆丰机电股份有限公司,2014,0.86,3.44,-5836170.38,356510724.4,0.45,1.75,1.6,0.44,93639046.22,211033819.9,30.91,115383525.6,2873822.79,478208002.1,-6158527.1,0.63,355.82,213907642.7,32.36,15.96,201780722.3,2518271.15,21.91,6.58,2.16,1.32,0.52,40.35,28.29,2.27,,16556192.4,692115644.7,99779961.99
上海凯众材料科技股份有限公司,2014,0.95,3.76,-1350016.73,237820053.2,0.07,11.42,9.16,5.92,42405896.44,21833316.01,6.15,68496099.79,,333414445.9,-1616329.69,,,21833316.01,28.8,19.5,137738474.4,742989.35,17.88,2.94,1.07,2.57,0.69,34.02,4.37,7.38,,15937293.26,355247761.9,59621739.78
湖南机油泵股份有限公司,2014,1.16,3.81,16504603,472937020.4,1.21,1.35,0.88,0.39,62077125.56,313101925,54.66,52670175.98,87687580.24,332477421.6,16369406.39,20.87,3.72,400789505.3,11.14,9.88,330676259.5,2704146.55,13.54,2.43,4.28,1.63,0.68,10.77,4.64,10.34,,43178120.95,733266926.9,45003491.34
成都豪能科技股份有限公司,2014,1.39,3.88,4398605.42,613432126.9,0.38,3.51,2.66,1.22,106716489.5,138860711.5,27.55,162956567.9,80680939,577404202.9,2402640.62,12.82,39.32,219541650.5,26.56,23.14,366635620.6,4673129.88,24.86,3.28,2.16,2.24,0.86,31.22,26.68,26,,17017669.38,796945853.5,140094454.2
江苏新泉汽车饰件股份有限公司,2014,1.17,3.24,17938586.93,789166684.7,1.67,1.02,0.6,0.24,57969345.61,723128464.5,62.6,57571935.58,13004828.27,439800757.7,17426253.44,2.87,3.28,736133292.8,7.3,6.88,573332260.3,2947156.56,10.8,2.01,63.2,1.89,0.72,6.53,13.51,17,,67604141.4,1175934051,47487253.75
海南钧达汽车饰件股份有限公司,2014,1.47,4.59,13199351.55,823404115.1,1.52,0.9,0.64,0.32,139396649.5,682836977.9,60.28,71476793.14,11811115.06,457695000.6,12925552.66,2.52,9.72,694648093,8.68,7.88,621023295.3,3934923.5,12.28,4.06,,1.61,0.77,7.6,14.04,16.3,,65129020.65,1152343094,57325529.19
无锡贝斯特精机股份有限公司,2014,1.34,3.38,909993.82,442943831.2,0.52,1.83,1.36,0.58,73505267.99,190964084.6,34.19,87576457.88,78447250.84,518504624.4,893901.56,13.14,66.93,269411335.4,19.77,12.15,268849301,3385264.15,14.63,3.49,3.14,1.11,0.61,21.24,17.88,17.97,,64649918.28,787915959.8,75855772.69
山东金麒麟股份有限公司,2014,1.18,5.71,53909154.78,1057921791,1.55,0.95,0.68,0.43,200844788.5,896636591.1,60.72,172414696.8,189150483.4,702261317.5,41296607.67,21.28,4.55,1085787074,16.3,12.28,693048391.5,7480845.91,20.28,3,10.89,1.25,0.61,15.86,9.74,5.57,,148217118.3,1788048392,142036646.6
杭州雷迪克节能科技股份有限公司,2014,1.31,4.37,3146873.06,365032492.5,1.41,1.16,0.75,0.21,57584340.54,223684627.9,58.44,63228859.43,525828.91,159457993.6,3486039.13,0.33,13.48,224210456.8,17.32,16.7,248864931.8,2115468.16,34.61,2.97,10.36,3,0.91,18.25,19.81,-7.63,,26012944.3,383668450.4,55194489.04
南京奥联汽车电子电器股份有限公司,2014,1.28,3.32,5941800.21,233536531.2,0.82,1.44,1.05,0.37,66849557.14,128438757.7,44.99,36957739.02,9070293.27,168163846.9,3529757.24,5.12,18.36,137509051,15.83,13.71,140276489.3,2009675.39,18.96,2.86,7.02,2.07,0.79,16.38,14.69,7.34,,18145972.83,305672897.9,31881070.09
苏州金鸿顺汽车部件股份有限公司,2014,1.45,3.81,17118371.19,946610362.7,1.39,1.15,0.71,0.16,137286658.3,539457803.7,58.2,136113148.2,5221445.92,391249413.1,15896057.97,1.32,8.64,544679249.6,14.38,15.52,704865854.2,5566378.25,29.29,3.11,8.24,2.92,0.97,14.17,-10.75,-8.47,,61575166.83,935928662.8,114594514.9
成都西菱动力科技股份有限公司,2014,1.33,4.7,15437762.07,433282411.4,1.01,1.05,0.58,0.19,67120449.79,317152520,50.37,62153316.15,78764581.56,390152838.3,11878579.19,16.8,5.25,395917101.5,14.34,10.05,302841399.6,2701913.11,13.85,2.19,,1.06,0.59,14.48,16.43,14.28,,42557195.07,786069939.8,54027333.25
常熟市汽车饰件股份有限公司,2014,1.59,4.47,19614021.76,1088350703,0.69,0.94,0.75,0.3,128145448.3,722876759.9,40.76,222956923.4,54486115.18,1129705596,19145213.79,4.6,5.75,777362875,20.49,13.02,765916738.4,10417086.46,17.88,5.66,,0.93,0.59,20.89,27.76,5.19,,152641015.6,1907068471,201995365.1
浙江今飞凯达轮毂股份有限公司,2014,1.49,6.78,131406343,2144253257,5.1,0.67,0.47,0.25,111323614.2,2118878525,83.62,72418596.62,280952052.5,470183729.9,115135265.1,38.05,0.86,2399830577,3.38,6.51,1744442997,6879592.88,12.72,4.56,,1.48,0.74,2.76,8.64,-0.86,,111989013.1,2870014307,57315566.45
浙江正裕工业股份有限公司,2014,2.06,4.69,307626.96,639977574.4,0.84,1.33,1.06,0.42,75948209.65,259849719.9,45.63,74128166.26,10432848.56,322092430.5,-55138.96,3.14,117.08,270282568.5,11.58,13.21,464952715.1,3624250.55,18.79,7.09,9.28,2.56,1.14,10.91,28.7,11.99,,64003324.37,592374999,60522543.48
上海保隆汽车科技股份有限公司,2014,1.77,5.78,25783834.77,1226785818,1.23,1.28,0.7,0.22,50933552.52,575131621.5,55.14,115523703.9,55804921.72,513367806.6,14404838.13,11.42,3.32,630936543.3,9.42,11.85,842717594.1,5162547.87,9.61,2.63,6.06,3.04,1.12,6.04,15.45,9.12,,33818546.14,1144304350,67071049.19
广东迪生力汽配股份有限公司,2014,1.7,16.08,10030633.09,744523976.3,1.51,1.12,0.39,0.2,78104816.52,426117711.4,60.11,42013544.72,75542.5,282793820.4,8709297.21,0.03,8.77,426193253.9,5.64,7.7,530308429.6,1984295.27,12.42,1.74,12.6,3.35,1.13,5.1,52.92,16.47,,28817145.98,708987074.3,35133633.15
浙江仙通橡塑股份有限公司,2014,1.41,3.05,6443068.87,300977426.6,0.61,1.37,0.97,0.28,114213288.8,140857698.2,37.89,62784121.73,16931285.38,258606206.1,6334098.72,6.14,17.79,157788983.6,20.86,15.9,185184110.6,1755111.08,20.55,3.39,6.41,1.36,0.69,21.81,-6.7,-8.1,,16844831.08,416395189.7,53149792.13
江苏日盈电子股份有限公司,2014,1.65,4.98,2900783.76,268925358.7,0.57,1.16,0.88,0.2,71668228.56,131361013.9,36.16,55847624.19,2897613,237017192.1,2820703.13,1.21,23.3,134258626.9,20.77,16.46,154580990.9,2502518.28,20.02,4.23,12.32,1.39,0.75,22.54,16.73,8.69,,29935988.57,371275819,47462396.9
上海岱美汽车内饰件股份有限公司,2014,1.77,5.43,26182669.05,1996327307,0.94,1.63,0.88,0.24,218486494.5,740103280.6,48.52,297447436.5,165589439.3,961028410.2,19815602.54,14.77,10.68,905692719.9,14.9,18.08,1357010918,4335794.35,23.85,2.69,4.59,3.19,1.14,13.4,16.57,13.64,,140298620.5,1866721130,227625581.8
